pcp_t1,acc_t1,lwp_t1,iwp_t1,olr_t1,osr_t1,pcp_t2,acc_t2,lwp_t2,iwp_t2,olr_t2,osr_t2,pcp_t3,acc_t3,lwp_t3,iwp_t3,olr_t3,osr_t3,pcp_t4,acc_t4,lwp_t4,iwp_t4,olr_t4,osr_t4,pcp_t5,acc_t5,lwp_t5,iwp_t5,olr_t5,osr_t5,pcp_t6,acc_t6,lwp_t6,iwp_t6,olr_t6,osr_t6
4.0672221184,0.0789285302,5.1109294891,0.0009468943,240.7518310547,905.5721435547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203803062,0.0009720154,240.7520599365,889.4975585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203421593,0.0007492673,240.751663208,886.0969238281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203698158,0.0008744323,240.7512359619,886.1564331055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2196531296,0.0008714935,240.7510986328,885.1909179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8608338833,0.0692277998,5.0899925232,0.000876356,240.753036499,888.8189697266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5819959641,0.5157942772,4.6296925545,0.0021373194,240.762008667,906.3505859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2206583023,0.00095242,240.7511901855,895.2730102539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0014353947,7.3159e-06,5.2153749466,0.0009119657,240.7524871826,882.0614624023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2552833557,0.0087672584,5.1156935692,0.0017299508,240.7815246582,861.1057739258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2207150459,0.0008630111,240.7504882812,895.3677368164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2204065323,0.0008874849,240.750869751,891.0491333008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2196221352,0.0008385167,240.7504272461,886.9813232422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1673481911,0.0020251169,5.192574501,0.0009356625,240.7545013428,876.216003418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2205615044,0.0007289093,240.751663208,887.6160888672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2197518349,0.0009029119,240.7509918213,886.4288330078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4138016701,0.1261154264,5.0278167725,0.0018004926,240.7602233887,893.7554931641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2204055786,0.0010949872,240.753036499,892.1099853516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0156225068,9.1512e-05,5.2173070908,0.0007900711,240.7496643066,897.0510864258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3033234179,0.0028251091,5.2070837021,0.0008206395,240.749710083,898.4118652344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0321722999,0.000265422,5.2089886665,0.0007632157,240.7511901855,882.910949707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.1902489662,0.028526945,240.9412994385,866.4979248047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3878564835,0.1585515738,4.8663320541,0.002478743,240.8167419434,863.2638549805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2156634331,0.0054944009,240.7860565186,885.2022705078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5911e-06,1.11e-08,5.2188100815,0.0009019944,240.7523193359,886.3973388672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9424242973,0.2252095491,4.8823437691,0.0017915766,240.76222229,883.372253418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2544193268,0.0527198911,5.1053409576,0.0009417809,240.7528839111,884.4205322266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2187933922,0.0020919163,240.7620849609,887.9476928711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.220266819,0.0005696306,240.7499084473,889.4732666016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2195796967,0.0007169265,240.751953125,885.4096069336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.21824646,0.0025720764,240.7628936768,888.0803222656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6924e-05,3.1e-08,5.2170696259,0.0009668276,240.7542877197,878.4944458008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0402242243,0.0003148465,5.2111692429,0.0008332377,240.7505645752,888.6392822266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2168498039,0.0034581467,240.7764892578,883.3252563477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8970392346,0.0094056549,5.199555397,0.0013796767,240.7549743652,905.4456176758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0192366205,0.0001195221,5.2151713371,0.0019967244,240.7586212158,895.0794067383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2199816704,0.000934763,240.7518005371,886.989074707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6691215634,0.0114513077,5.1406908035,0.024807414,241.4524078369,846.5701904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2185997963,0.0007790055,240.7517242432,881.9942626953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4116990566,0.0060271048,5.1792740822,0.0008456268,240.7545776367,877.2151489258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1549854279,0.1181818172,5.0346293449,0.0008334025,240.7520446777,892.2727050781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2200403214,0.0010279587,240.7528533936,886.3117675781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2194218636,0.0016991459,240.7601623535,884.1381225586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3891482353,0.0196457636,5.1713933945,0.0054565361,240.7872161865,895.2557373047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.413916111,0.0979340523,5.0476317406,0.0008677662,240.7522583008,886.9514770508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2177233696,0.0008213573,240.7543487549,877.6148681641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.341811657,0.1330466866,4.9167675972,0.0026736378,240.7953033447,866.4302368164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2196288109,0.0008445057,240.7506256104,886.9519042969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7080345154,0.4229001403,4.6409502029,0.0028021922,240.7759094238,881.9858398438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2200684547,0.0006919237,240.7508544922,888.2176513672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203249931,0.000885206,240.7531738281,888.5859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3559699059,0.4338847995,4.6526532173,0.0016199803,240.760848999,886.6737670898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1387851089,0.001369939,5.2040858269,0.0007973681,240.750869751,887.7546386719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6254857183,0.0082365507,5.1869359016,0.0009222092,240.752243042,890.2077636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6720414162,0.0418822095,5.1551260948,0.0009745474,240.7515106201,904.8467407227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2201347351,0.0007915457,240.7511444092,885.7778320312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0691801086,0.0006604966,5.2043619156,0.000832491,240.7515411377,881.7621459961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203841209,0.0008284113,240.7517852783,884.78515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9401454926,0.0526127815,4.9972167015,0.0024557023,240.8146820068,857.5823974609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202615738,0.0008680673,240.7509765625,883.1583862305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9600920677,0.5946924686,4.4456400871,0.0040345374,240.7894439697,882.3165283203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2205252647,0.0008916326,240.7522583008,889.6728515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2209115028,0.0006457772,240.7500610352,892.6394042969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4138612747,0.0365465097,5.161687851,0.0005147328,240.7490692139,904.3424072266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4770560265,0.2343901992,4.917468071,0.000861938,240.7500610352,899.936706543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2199873924,0.000858759,240.7519226074,886.5740356445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2194461823,0.0019477644,240.7639312744,889.8185424805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8964238167,0.1407681555,4.9778862,0.0060844859,240.7771759033,880.8652954102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2188839912,0.0021238618,240.7613372803,881.6123046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6436319351,0.2848055959,4.8210816383,0.0008946109,240.7561950684,886.1172485352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.219994545,0.0009376172,240.7528991699,884.2579345703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2189278603,0.0026324827,240.7648468018,891.8586425781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6170706749,0.1840544492,4.9357514381,0.0008347404,240.7551116943,884.5005493164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2161650658,0.2617277503,4.7377867699,0.0044838195,240.8471221924,863.5859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2137198448,0.0079546906,240.8003387451,896.5507202148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2197537422,0.0009169164,240.7528381348,886.1166992188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2189564705,0.0025440424,240.7682952881,893.0169067383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6029987335,0.502145946,4.6127514839,0.0008187087,240.7509460449,897.2426147461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3099495769,0.0097458465,5.1205329895,0.0018794105,240.7769165039,863.0377807617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2197594643,0.0008703954,240.7516326904,885.5507202148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2205834389,0.0009509966,240.7543792725,892.3649902344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6427955627,0.2937375009,4.7709169388,0.0010654775,240.7708892822,877.9358520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0067372769,3.73924e-05,5.2169680595,0.0009695741,240.7532653809,892.9439086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202835083,0.0007837732,240.7502288818,885.813659668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8995976448,0.0141859101,5.1696109772,0.0010839961,240.7543182373,886.1354980469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7471780777,0.5446740389,4.6066889763,0.0007900172,240.7492523193,908.6842651367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2194132805,0.0009098749,240.7523651123,884.9031982422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2204370499,0.000835842,240.7527008057,888.0333251953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2201929092,0.0008614051,240.7510681152,886.2482299805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7450894713,0.0126827834,5.1638936996,0.0008069095,240.7539367676,878.1538085938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0015594948,7.3551e-06,5.2175121307,0.0008709476,240.7509918213,889.6143798828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202601433,0.0009104591,240.7533111572,884.6059570312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2190570831,0.0016374782,240.7626953125,879.2197875977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203073502,0.0007991651,240.7509002686,886.7401123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.219789505,0.000760713,240.7514953613,885.350769043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2199826241,0.0008345536,240.7508392334,886.0963745117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3686523438,0.0167407207,5.1877684593,0.0010832868,240.7513122559,904.1646118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1955199242,0.4052858949,4.6826071739,0.0012544391,240.7576751709,886.0511474609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2199549675,0.0007544843,240.7511749268,881.1979370117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8455877304,0.1307661384,5.0657901764,0.0008056561,240.7499237061,914.4442138672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203121185,0.0009286925,240.7516174316,886.0778808594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2997293472,0.2432514429,4.8463053703,0.0234854538,241.3603820801,864.0110473633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2194828987,0.0007787623,240.7503814697,885.5249023438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0540699996,0.0003413999,5.2170805931,0.0008980369,240.7509918213,902.8883056641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2209582329,0.0007126295,240.749420166,898.0388183594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2201156616,0.000784867,240.751159668,886.9921264648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2195715904,0.0008440555,240.7503509521,885.3560791016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2911984026,0.0040175021,5.164021492,0.0212272294,241.154800415,853.9573364258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.924318552,0.0156406611,5.1627964973,0.0008560605,240.7519683838,882.5470581055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0986948907,0.0008734663,5.2081580162,0.0008479098,240.7517852783,890.1151123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202892303,0.0008295642,240.7501831055,890.8960571289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0501027107,0.2232844532,4.8894824982,0.0010253846,240.7548065186,884.9150390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2179098129,0.0014029463,240.7570495605,875.6984863281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5207703114,0.0690343753,5.1154589653,0.0007970668,240.75050354,901.1459350586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0511517599,0.0003767317,5.2134156227,0.000792334,240.7506103516,893.8213500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2205405235,0.0007656802,240.751663208,887.8753662109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6887717247,0.4906305969,4.5020031929,0.0065221959,240.8752441406,868.5732421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6339945793,0.185158059,4.9945960045,0.0008110434,240.7519989014,908.2198486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0502440371,0.0004905168,5.1932554245,0.0098375138,240.8531341553,867.1997070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2540056407,0.0117693273,5.0812802315,0.0017541485,240.8040008545,855.5184326172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.21971035,0.0008818753,240.7507781982,885.6149291992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2188663483,0.0012090927,240.755859375,887.0309448242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0454782769,0.0007673948,5.1794013977,0.0011780347,240.7631835938,866.5244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0022901089,1.31738e-05,5.2135324478,0.0008208208,240.7519378662,878.3883056641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.220243454,0.0008578525,240.7503356934,888.8186035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2199788094,0.0013492862,240.7569885254,886.7938232422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2613215446,0.1929076612,4.8606925011,0.002102843,240.787322998,870.7960205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2194924355,0.0008824776,240.7525634766,881.978515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3111518621,0.011316387,5.105679512,0.0018871927,240.784362793,860.8288574219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0204421598,0.0001111484,5.218767643,0.0008186506,240.74949646,903.744140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.220015049,0.0008391464,240.7509918213,887.0134277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203950882,0.0008766302,240.7514190674,888.6567382812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2198038101,0.0008463014,240.7505645752,890.1726074219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2201251984,0.0013793356,240.7584533691,891.0464477539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0093555674,6.25135e-05,5.2130498886,0.0009135096,240.7524414062,883.9059448242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.1973490715,0.0242136065,241.4139556885,859.8731689453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2208046913,0.000666132,240.7502593994,891.0998535156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202124596,0.0010269647,240.7538146973,895.0263061523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0450541973,0.1207378954,4.9213423729,0.0019302486,240.8088684082,863.4458007812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2190618515,0.0015667314,240.7577819824,886.8790893555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0015498168,8.6879e-06,5.2119474411,0.0014752859,240.7599334717,873.0924072266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001450502,4.598e-07,5.2185931206,0.0007075568,240.7510070801,887.783996582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2202758789,0.0007627985,240.7514190674,889.3203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2205944061,0.0006067294,240.7511291504,888.5088500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.64111e-05,3.02e-08,5.2188339233,0.0007908493,240.7508544922,886.5223999023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2186293602,0.0027482435,240.7655334473,888.5989990234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.218559742,0.0877648741,5.0617032051,0.0008670457,240.7536773682,887.1770629883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0125416601,8.15892e-05,5.1968593597,0.0185745843,240.9467468262,877.2958374023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2200098038,0.0011930461,240.7548217773,891.9519042969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2625699043,0.1503699571,4.8440585136,0.0319180302,241.2649230957,846.1967163086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9039752483,0.0286696739,5.093811512,0.0014936049,240.7719116211,867.4349975586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0509958901,0.0003590289,5.2144432068,0.0010596032,240.7529144287,896.4661254883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0056627756,3.80273e-05,5.211581707,0.0007459322,240.7523803711,877.5606689453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2206401825,0.0009047035,240.7524871826,892.2457885742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.219935894,0.0012120471,240.755859375,885.6791381836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2201395035,0.0008940133,240.7509307861,887.5009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.965570569,0.0406594761,5.1273345947,0.0009957538,240.7539215088,887.1868896484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2204647064,0.0008258485,240.7509002686,886.7600708008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0811628476,0.0006508265,5.2113599777,0.00085641,240.7506256104,893.2943725586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4609503746,0.0288831852,5.0125136375,0.0025664456,240.843460083,850.1507568359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2191309929,0.0013702327,240.7571868896,886.1942749023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6283106804,0.0228585787,5.1750144958,0.0007921011,240.7514038086,900.44140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.193500042,0.4139830172,4.6300578117,0.0037093584,240.7939453125,878.5382080078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37146e-05,1.351e-07,5.2196331024,0.0006989125,240.7503662109,891.339050293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0686871633,0.0008430956,5.1930093765,0.0009931282,240.7576599121,870.7858276367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.734224081,0.3295501769,4.6670689583,0.0039705392,240.8417053223,865.8098754883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7654173374,0.0746480748,5.0139751434,0.0020355224,240.7767333984,868.2464599609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3914241791,0.5376617312,4.4840445518,0.0054093916,240.8065948486,878.0842895508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2198677063,0.0009656969,240.7525177002,886.6729125977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2197942734,0.0014087997,240.7559967041,890.4495849609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2097153664,0.0111748241,240.8190307617,883.9096679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0722819492,0.0005204544,5.2126889229,0.0026529278,240.7654571533,897.4796142578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,5.2203845978,0.0007250161,240.7507324219,887.7233276367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
